RACEDATE,PLACE,RACE,AGE1,AGE2,AGE3,AGE4,AGE5,AGE6,WEIGHT1,WEIGHT2,WEIGHT3,WEIGHT4,WEIGHT5,WEIGHT6,ST_AVG1,ST_AVG2,ST_AVG3,ST_AVG4,ST_AVG5,ST_AVG6,CLASS1,CLASS2,CLASS3,CLASS4,CLASS5,CLASS6,L1,L2,L3,L4,L5,L6,F1,F2,F3,F4,F5,F6,WIN1RATE1,WIN1RATE2,WIN1RATE3,WIN1RATE4,WIN1RATE5,WIN1RATE6,WIN2RATE1,WIN2RATE2,WIN2RATE3,WIN2RATE4,WIN2RATE5,WIN2RATE6,LOCALWIN1RATE1,LOCALWIN1RATE2,LOCALWIN1RATE3,LOCALWIN1RATE4,LOCALWIN1RATE5,LOCALWIN1RATE6,LOCALWIN2RATE1,LOCALWIN2RATE2,LOCALWIN2RATE3,LOCALWIN2RATE4,LOCALWIN2RATE5,LOCALWIN2RATE6,MOTORWIN2RATE1,MOTORWIN2RATE2,MOTORWIN2RATE3,MOTORWIN2RATE4,MOTORWIN2RATE5,MOTORWIN2RATE6,MOTORWIN3RATE1,MOTORWIN3RATE2,MOTORWIN3RATE3,MOTORWIN3RATE4,MOTORWIN3RATE5,MOTORWIN3RATE6,BOATWIN2RATE1,BOATWIN2RATE2,BOATWIN2RATE3,BOATWIN2RATE4,BOATWIN2RATE5,BOATWIN2RATE6,BOATWIN3RATE1,BOATWIN3RATE2,BOATWIN3RATE3,BOATWIN3RATE4,BOATWIN3RATE5,BOATWIN3RATE6,TAN,TANK,RENTAN2,RENTAN2K,RENTAN3,RENTAN3K
2025-04-06,鳴門,6,46,51,27,31,39,21,50.5,55.9,54.6,52,51,46.5,0.17,0.16,0.14,0.16,0.17,0.24,1,4,4,3,1,1,0,0,0,0,0,0,0,1,1,1,0,1,4.62,4.99,5.67,6.13,4.14,4.33,24.14,30.49,36.67,49.46,21.21,27.45,5.37,5.47,5.63,7.89,3.5,2.88,31.71,35.29,39.02,66.67,16.67,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,420,2>4,1540,2>4>1,3230
2025-04-06,鳴門,7,50,35,46,40,21,25,54.6,53.7,59.1,53.7,51.5,52,0.17,0.2,0.2,0.14,0.19,0.16,1,1,1,3,1,4,0,0,0,0,0,0,0,0,0,1,1,0,5.26,4.81,3.91,6.43,2.89,6.66,31.18,23.53,22.08,41.98,10.77,48.91,4.52,0,2.56,6.92,3.33,6.55,23.81,0,0,58.97,8.33,45.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,180,4>6,440,4>6>1,1130
2025-04-06,鳴門,8,48,31,46,21,35,37,54.4,53,57.2,53.4,52.1,57.3,0.16,0.16,0.15,0.16,0.18,0.16,1,3,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,4.84,6.44,5.24,5.77,4.63,4.7,28.16,44.19,32.89,36.36,30.95,20.45,6.04,6.29,4.27,4.66,5.87,5.38,41.67,40.48,18.18,27.59,26.67,28.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,250,2>1,510,2>1>3,1880
2025-04-06,鳴門,9,46,26,40,44,18,34,54.8,53.8,52.9,52.7,50.8,48.4,0.18,0.17,0.15,0.12,0.33,0.2,1,1,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5.08,4.21,6.15,6.27,1.14,4.92,27.96,22.83,45.1,46.67,0,27.78,4.07,5.4,6.71,7.09,0,5.05,17.86,20,47.06,54.55,0,27.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,300,3>4,490,3>4>6,1630
2025-04-06,鳴門,10,47,51,44,36,33,51,55.8,51,52.1,53,53.9,55.9,0.15,0.16,0.18,0.18,0.16,0.16,4,1,1,4,1,4,0,0,0,0,0,0,0,1,0,0,1,1,5.18,4.73,5.63,5.84,5.33,4.99,30.61,26.67,36,39.06,24,30.49,0,5.67,6.3,6,0,5.47,0,33.33,60,38.46,0,35.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,210,1>2,570,1>2>3,1870
2025-04-06,鳴門,11,31,25,52,40,38,40,52,52,53.1,47.2,53.7,52,0.16,0.16,0.16,0.15,0.14,0.15,3,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,1,0,6.13,6.66,5.39,5.95,5.92,5.32,49.46,48.91,33.33,33.01,38.78,33.63,7.89,6.55,5.89,6,0,5.46,66.67,45.45,33.33,52.94,0,31.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,620,2>1,670,2>1>4,3080
2025-04-06,鳴門,12,50,41,40,39,50,31,52.6,52.1,53.7,52.6,52,53,0.12,0.15,0.14,0.16,0.14,0.16,3,3,3,3,3,3,0,0,0,0,0,0,0,0,1,0,0,1,6.34,6.18,6.43,6.67,5.91,6.44,36.79,43.44,41.98,54.65,34,44.19,7.35,6.41,6.92,6.58,6.89,6.29,47.06,49.59,58.97,38.46,57.14,40.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,130,1>2,290,1>2>4,1360
2025-04-05,三国,1,30,46,38,42,45,20,52.1,53.5,53.8,52.6,52,51.5,0.15,0.19,0.16,0.18,0.14,0.18,4,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,6.05,4.35,5.04,5.27,5.18,1.33,41.35,19.75,29.29,29.46,31.15,0,4.63,5.12,4.77,5.12,4.5,1.25,26.32,29.41,38.46,35.29,21.43,0,15.79,25,66.67,61.54,38.1,38.1,52.63,65,73.33,84.62,52.38,52.38,40,36.36,68.18,31.82,30.77,47.37,70,63.64,86.36,54.55,30.77,52.63,1,140,1>5,870,1>5>4,2690
2025-04-05,三国,2,26,58,51,39,29,20,52,52.2,61,52.5,52.8,51.5,0.16,0.13,0.14,0.15,0.18,0.18,4,3,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,5.6,6.86,4.47,4.51,5.39,1.82,35.45,54.39,28.26,26.53,37.5,1.49,5.98,6.89,0,2.75,4,1.17,45.31,50,0,0,11.11,0,15.79,47.62,36.84,30,42.86,47.37,36.84,61.9,47.37,55,52.38,57.89,40,11.11,15,25,17.65,42.86,65,11.11,35,45,52.94,66.67,1,120,1>2,220,1>2>4,750
2025-04-05,三国,3,38,42,65,34,45,20,52.1,52.5,53.3,52.7,62.8,52,0.15,0.14,0.17,0.17,0.16,0.33,3,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,6.69,5.43,5.4,5.18,4.38,1.45,50,29.73,32.84,33.33,23.76,0,0,4.59,2.86,6.06,3.5,1.5,0,18.18,14.29,42.71,14.29,0,38.89,38.1,30,57.89,26.32,21.05,55.56,76.19,40,73.68,42.11,36.84,39.13,63.64,15.79,33.33,40.91,31.25,52.17,63.64,36.84,47.62,63.64,37.5,4,310,4>1,1240,4>1>3,3910
2025-04-05,三国,4,41,23,50,34,27,26,54,51,55.7,52.2,52.2,52.2,0.14,0.16,0.14,0.13,0.16,0.12,4,1,1,4,1,3,0,0,0,0,0,0,1,0,0,0,0,0,5.72,3.08,5.17,6.4,5.74,6.81,37.7,11.82,33.67,49.59,39.82,54.63,0,1.4,5.37,6.5,3.6,6.92,0,0,36.84,50,10,50,43.48,31.58,40.91,38.1,36.84,50,78.26,57.89,50,52.38,63.16,68.18,36.84,42.11,30,19.05,30,30,47.37,57.89,50,28.57,50,45,5,340,5>2,10900,5>2>4,70030
2025-04-05,三国,5,36,52,46,35,37,39,52.3,52.2,53.5,52.4,52.2,52.1,0.14,0.19,0.19,0.15,0.14,0.15,3,1,1,4,3,4,0,0,0,0,0,0,0,0,0,1,0,0,5.88,4.23,4.35,6.1,6.58,6.56,42.7,25.22,19.75,39.32,50.34,48.82,6.13,5.29,5.12,6.02,7.23,0,45.83,42.86,29.41,36.59,53.85,0,25,66.67,25,42.86,21.05,40,40,80.95,65,57.14,21.05,65,50,30,36.36,28.57,18.18,39.13,75,45,63.64,33.33,31.82,47.83,1,100,1>4,360,1>4>6,1540
2025-04-05,三国,6,41,50,29,38,49,34,52.7,54.9,52.8,53.8,53,52,0.18,0.16,0.18,0.16,0.15,0.15,4,1,1,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,5.29,4.45,5.39,5.04,5.97,6.36,28.57,25.23,37.5,29.29,43.28,48.85,4.69,5.6,4,4.77,6.52,7.05,25,30,11.11,38.46,57.14,60,36.36,45,42.86,66.67,36.36,47.62,54.55,60,52.38,73.33,50,66.67,31.82,34.62,17.65,68.18,22.73,47.62,59.09,65.38,52.94,86.36,45.45,71.43,1,170,1>2,550,1>2>6,3060
2025-04-05,三国,7,39,42,45,51,42,41,52.8,52,62.4,60.4,56.2,59.4,0.22,0.18,0.16,0.14,0.15,0.18,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,4.75,5.27,4.38,4.47,5.57,3.38,27.27,29.46,23.76,28.26,33.33,11.11,4.48,5.12,3.5,0,3.78,3.94,27.59,35.29,14.29,0,11.11,18.75,61.9,61.54,26.32,36.84,25,38.1,80.95,84.62,42.11,47.37,30,66.67,33.33,31.82,40.91,15,21.43,28.57,47.62,54.55,63.64,35,21.43,52.38,4,310,4>1,1070,4>1>6,9480
2025-04-05,三国,8,65,45,39,47,41,40,53.3,52,52.5,52.2,54,52,0.17,0.14,0.15,0.15,0.14,0.16,4,2,1,1,4,4,0,0,0,0,0,0,0,0,0,0,1,1,5.4,5.18,4.51,4.78,5.72,6.44,32.84,31.15,26.53,20.41,37.7,48.48,2.86,4.5,2.75,0,0,3.73,14.29,21.43,0,0,0,13.33,30,38.1,30,42.11,43.48,43.75,40,52.38,55,52.63,78.26,50,15.79,30.77,25,36.84,36.84,65,36.84,30.77,45,47.37,47.37,80,3,700,3>5,5580,3>5>6,21910
2025-04-05,三国,9,39,57,27,26,42,34,52.1,52.8,52.2,52,52.5,52.2,0.15,0.17,0.16,0.16,0.14,0.13,4,1,1,4,1,4,0,0,0,0,0,0,0,1,0,1,0,0,6.56,5.26,5.74,5.6,5.43,6.4,48.82,31.01,39.82,35.45,29.73,49.59,0,5.59,3.6,5.98,4.59,6.5,0,38.46,10,45.31,18.18,50,40,45,36.84,15.79,38.1,38.1,65,60,63.16,36.84,76.19,52.38,39.13,54.55,30,40,63.64,19.05,47.83,68.18,50,65,63.64,28.57,1,200,1>3,450,1>3>4,1450
2025-04-05,三国,10,34,37,34,41,58,30,52,52.2,52.7,52.7,52.2,52.1,0.15,0.14,0.17,0.18,0.13,0.15,3,3,1,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,6.36,6.58,5.18,5.29,6.86,6.05,48.85,50.34,33.33,28.57,54.39,41.35,7.05,7.23,6.06,4.69,6.89,4.63,60,53.85,42.71,25,50,26.32,47.62,21.05,57.89,36.36,47.62,15.79,66.67,21.05,73.68,54.55,61.9,52.63,47.62,18.18,33.33,31.82,11.11,40,71.43,31.82,47.62,59.09,11.11,70,3,410,3>1,1370,3>1>4,4950
2025-04-05,三国,11,26,49,35,39,36,38,52.2,53,52.4,52.8,52.3,52.1,0.12,0.15,0.15,0.22,0.14,0.15,3,4,4,1,3,3,0,0,0,0,0,0,0,0,1,0,0,0,6.81,5.97,6.1,4.75,5.88,6.69,54.63,43.28,39.32,27.27,42.7,50,6.92,6.52,6.02,4.48,6.13,0,50,57.14,36.59,27.59,45.83,0,50,36.36,42.86,61.9,25,38.89,68.18,50,57.14,80.95,40,55.56,30,22.73,28.57,33.33,50,39.13,45,45.45,33.33,47.62,75,52.17,1,110,1>5,750,1>5>2,2210
2025-04-05,三国,12,27,43,36,37,42,53,52,52,52,51.5,52.2,52,0.14,0.16,0.12,0.16,0.16,0.17,3,3,4,3,4,1,0,0,0,0,0,0,0,0,0,1,1,0,6.79,6.82,5.46,6.26,6.54,4.93,50.52,53.97,35.48,41.84,46.55,30.56,9,6.88,6.65,7.03,5.11,5.01,81.82,52.94,60,50,33.33,31.76,47.62,36.84,12,42.86,28.57,36.36,66.67,57.89,20,57.14,52.38,50,41.18,36.84,36.36,30,25,31.82,58.82,47.37,59.09,45,40,40.91,1,110,1>3,500,1>3>2,1520
2025-04-05,下関,1,25,24,24,19,25,24,52.3,53.1,56.2,54.3,52.8,52.8,0.15,0.2,0.16,0.22,0.17,0.14,1,1,1,2,1,4,0,0,0,0,0,0,0,1,1,0,0,1,4.45,3.59,4.89,1.37,6.01,5.63,27.38,14.77,28.57,0,43.16,43.06,3.85,0,5.55,1.09,0,5.35,25,0,45,0,0,41.18,28.57,0,0,28.57,0,0,71.43,0,0,57.14,0,0,0,0,0,0,28.57,0,20,0,0,0,71.43,0,1,160,1>3,380,1>3>6,1170
2025-04-05,下関,2,26,23,24,29,25,26,53.4,52,54,50.5,51.5,55.4,0.14,0.16,0.15,0.2,0.17,0.2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.27,4.64,4.82,3.26,5.63,2.57,39.02,26.09,29.6,5.71,36.94,8.33,4.24,0,1.55,3.81,3.67,2.56,26.58,0,0,14.81,11.11,11.11,0,14.29,0,25,0,0,0,42.86,0,25,0,0,0,33.33,0,42.86,0,0,0,33.33,0,57.14,0,0,1,110,1>3,320,1>3>2,1120
2025-04-05,下関,3,22,26,25,24,24,23,52,52,52.1,52.1,52,52,0.14,0.15,0.13,0.15,0.16,0.15,1,3,4,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,4.74,6.81,6.17,3.23,5.62,3.53,26.14,55.26,48.8,9.88,32.04,13.16,3.17,5.88,4.48,0,4.59,3.5,0,41.18,26.09,0,23.53,16.67,28.57,66.67,0,0,0,42.86,28.57,66.67,0,20,0,57.14,42.86,28.57,28.57,0,14.29,0,42.86,28.57,57.14,0,28.57,0,1,220,1>2,330,1>2>3,1130
2025-04-05,下関,4,19,24,25,25,24,22,53,52.8,52,52.6,52.8,53.7,0.2,0.14,0.15,0.13,0.21,0.17,1,4,1,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3.88,6.3,5.36,6.77,2.73,4.11,15.94,45.45,33.33,49.55,6.33,19.79,1.6,0,5.2,7,2,0,0,0,33.33,62.5,0,0,0,0,14.29,0,0,0,0,0,28.57,0,0,16.67,0,14.29,66.67,14.29,0,14.29,0,42.86,66.67,28.57,0,28.57,1,190,1>3,1080,1>3>4,1910
2025-04-05,下関,5,23,27,25,26,27,18,52.2,52.2,52.7,52.4,51,53.8,0.13,0.18,0.16,0.14,0.14,0.18,3,1,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,7.16,4.5,5.18,5.02,4.12,3.32,55.81,24.51,30.19,32.69,18.18,16.18,6.8,3.3,0,3,3.24,0,40,0,0,33.33,5.88,0,16.67,28.57,25,0,0,0,16.67,57.14,37.5,0,0,0,14.29,28.57,0,66.67,0,0,57.14,57.14,0,83.33,0,0,1,100,1>4,400,1>4>3,800
2025-04-05,下関,6,25,22,25,28,24,24,52.8,54.4,53.5,52,54,51,0.17,0.15,0.19,0.14,0.15,0.14,1,3,4,4,1,1,0,0,0,0,0,0,0,0,0,1,0,1,6.01,5.51,6.3,5.69,4.82,3.22,43.16,34.91,46.94,41.49,29.6,12.33,0,5.77,6.59,0,1.55,0,0,42.74,45.45,0,0,0,0,0,14.29,42.86,0,0,0,0,14.29,71.43,0,0,28.57,28.57,66.67,0,0,0,71.43,71.43,100,0,0,0,3,350,3>2,1500,3>2>1,5210
2025-04-05,下関,7,23,23,28,21,23,29,54.5,52,51.5,51.5,52.9,50.5,0.16,0.17,0.14,0.15,0.13,0.2,1,1,3,4,4,2,0,0,0,0,0,0,1,0,0,1,1,0,4.58,3.13,6.69,6.22,6.11,3.26,30.56,7.35,48.85,45.12,44.44,5.71,4.39,1.56,6.71,0,7.67,3.81,27.78,0,48.44,0,66.67,14.81,14.29,14.29,14.29,0,0,25,57.14,57.14,28.57,0,28.57,25,0,16.67,0,14.29,28.57,42.86,0,16.67,0,57.14,28.57,57.14,1,330,1>3,430,1>3>4,1300
2025-04-05,下関,8,23,26,22,27,27,24,52.1,55.4,52,52,52.1,53.1,0.16,0.2,0.14,0.16,0.16,0.2,3,1,1,4,1,1,0,0,0,0,0,0,1,0,1,0,0,1,6.66,2.57,4.74,5.34,4.86,3.59,45.3,8.33,26.14,33.62,30.93,14.77,5.27,2.56,3.17,4.5,3.64,0,36.36,11.11,0,32.14,16,0,0,0,28.57,33.33,0,0,0,0,28.57,33.33,0,0,0,0,42.86,0,0,0,0,0,42.86,28.57,0,0,4,640,4>5,2710,4>5>3,10080
2025-04-05,下関,9,24,27,26,20,25,24,52.8,51,52.1,52.4,52,52.1,0.17,0.14,0.17,0.15,0.15,0.15,4,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6.29,4.12,5.83,5.64,5.36,3.23,48.68,18.18,37.74,32.86,33.33,9.88,0,3.24,4.04,2.5,5.2,0,0,5.88,4.35,0,33.33,0,0,0,14.29,0,14.29,0,0,0,28.57,0,28.57,20,0,0,0,0,66.67,0,0,0,0,0,66.67,0,1,100,1>4,380,1>4>6,3610
2025-04-05,下関,10,25,25,24,27,19,25,53.5,51.5,52.8,52.2,53,52.1,0.19,0.17,0.14,0.18,0.2,0.13,4,1,4,1,1,4,0,0,0,0,0,0,0,0,1,0,0,1,6.3,5.63,5.63,4.5,3.88,6.17,46.94,36.94,43.06,24.51,15.94,48.8,6.59,3.67,5.35,3.3,1.6,4.48,45.45,11.11,41.18,0,0,26.09,14.29,0,0,28.57,0,0,14.29,0,0,57.14,0,0,66.67,0,0,28.57,0,28.57,100,0,0,57.14,0,57.14,1,100,1>3,250,1>3>2,800
2025-04-05,下関,11,25,28,21,24,23,25,52.6,52,51.5,56.2,52,52.7,0.13,0.14,0.15,0.16,0.16,0.16,4,4,4,1,1,4,0,0,0,0,0,0,0,1,1,1,0,0,6.77,5.69,6.22,4.89,4.64,5.18,49.55,41.49,45.12,28.57,26.09,30.19,7,0,0,5.55,0,0,62.5,0,0,45,0,0,0,42.86,0,0,14.29,25,0,71.43,0,0,42.86,37.5,14.29,0,14.29,0,33.33,0,28.57,0,57.14,0,33.33,0,1,140,1>3,270,1>3>2,630
2025-04-05,下関,12,28,23,23,26,22,24,51.5,52.2,52.1,52,54.4,52.8,0.14,0.13,0.16,0.15,0.15,0.14,3,3,3,3,3,4,0,0,0,0,0,0,0,0,1,0,0,1,6.69,7.16,6.66,6.81,5.51,6.3,48.85,55.81,45.3,55.26,34.91,45.45,6.71,6.8,5.27,5.88,5.77,0,48.44,40,36.36,41.18,42.74,0,14.29,16.67,0,66.67,0,0,28.57,16.67,0,66.67,0,0,0,14.29,0,28.57,28.57,14.29,0,57.14,0,28.57,71.43,42.86,1,140,1>4,390,1>4>3,1310
2025-04-05,住之江,1,23,38,45,56,28,22,52,57.8,52.4,52,55.6,52.3,0.19,0.18,0.19,0.15,0.17,0.33,1,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,3.76,4.03,3.4,4.52,5.31,1.28,13.86,17.05,11.32,20.45,36.11,0,3.08,4,4.18,5.14,4.89,0,10,22.22,11.76,28.57,44.44,0,0,0,11.11,33.33,11.11,30,0,0,11.11,66.67,22.22,50,50,0,0,30,0,0,60,33.33,0,50,0,16.67,5,380,5>4,2170,5>4>3,15320
2025-04-05,住之江,2,36,31,22,55,29,22,52.7,52.7,52.6,52.6,53.1,51.5,0.19,0.16,0.18,0.17,0.18,0.18,1,1,1,4,1,2,0,0,0,0,0,0,0,1,0,0,0,0,4.78,5.5,5.56,5.18,5.02,2.1,31.03,35.29,31.58,35.78,31.03,5.81,5.43,0,6.13,5.47,4.43,0,37.5,0,50,37.29,28.57,0,0,0,11.11,0,0,0,37.5,0,33.33,0,0,0,0,0,0,50,0,40,11.11,0,0,80,0,60,3,720,3>2,3660,3>2>1,10740
2025-04-05,住之江,3,40,40,43,42,30,29,52.1,52,53.2,52,50,51.5,0.16,0.16,0.25,0.15,0.17,0.16,1,4,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,5.72,5.4,3.89,5.24,4.06,6.75,38.21,31.4,12.24,32.2,18.39,49.41,6.06,0,2.71,3.44,4.2,5.55,33.33,0,0,11.11,30,36.36,0,0,0,12.5,0,0,0,11.11,0,12.5,0,16.67,0,11.11,0,0,0,11.11,0,44.44,0,0,0,22.22,1,140,1>4,740,1>4>2,1380
2025-04-05,住之江,4,25,55,52,29,49,45,53,52.1,52.7,52,55,53.9,0.16,0.17,0.17,0.14,0.17,0.16,1,1,3,4,1,3,0,0,0,0,0,0,0,0,0,1,0,0,5.42,3.82,6.08,5.07,4.12,6.42,35.35,12.33,47.93,32.1,21.82,48.18,3.13,2.95,6.38,6.79,0,6.08,8.33,9.52,43.75,52.63,0,42.31,0,0,40,0,20,0,0,0,90,0,40,0,71.43,0,0,33.33,0,11.11,85.71,0,0,66.67,0,11.11,1,270,1>4,540,1>4>3,1100
2025-04-05,住之江,5,26,45,56,36,21,27,53.1,52.4,52,52,54.4,55,0.16,0.19,0.15,0.15,0.33,0.18,4,1,1,1,2,4,0,0,0,0,0,0,2,1,0,0,1,0,5.31,3.4,4.52,5.04,1.18,6.7,36,11.32,20.45,23.6,0,53.61,2.29,4.18,5.14,2.6,0,5.55,0,11.76,28.57,0,0,36.36,0,11.11,33.33,0,0,11.11,0,11.11,66.67,0,0,33.33,30,0,30,0,11.11,0,70,0,50,0,33.33,0,1,120,1>2,1350,1>2>4,3590
2025-04-05,住之江,6,55,28,38,41,31,40,52.6,55.6,52,52.1,52.7,52.9,0.17,0.17,0.16,0.16,0.16,0.17,4,1,3,4,1,4,0,0,0,0,0,0,0,0,1,0,1,0,5.18,5.31,5.73,5.83,5.5,5.94,35.78,36.11,40.26,46.53,35.29,38.3,5.47,4.89,6.89,6.1,0,4.84,37.29,44.44,51.06,50,0,28.13,0,11.11,10,0,0,0,0,22.22,50,33.33,0,33.33,50,0,12.5,11.11,0,30,80,0,12.5,22.22,0,40,1,180,1>6,4040,1>6>3,7750
2025-04-05,住之江,7,35,30,45,29,36,47,52,50,51,53.1,52.7,57.2,0.14,0.17,0.17,0.18,0.19,0.13,1,1,4,1,1,4,0,0,0,0,0,0,1,0,0,0,0,0,5.59,4.06,5.56,5.02,4.78,6.57,34.19,18.39,36.52,31.03,31.03,45.1,5.4,4.2,5.5,4.43,5.43,5.13,40,30,33.33,28.57,37.5,25.81,25,0,0,0,0,0,25,0,0,0,37.5,0,11.11,0,0,0,0,0,33.33,0,0,0,11.11,0,1,260,1>2,420,1>2>6,1960
2025-04-05,住之江,8,45,43,38,22,55,25,53.9,53.2,57.8,52.6,52.1,53.5,0.16,0.25,0.18,0.18,0.17,0.33,3,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6.42,3.89,4.03,5.56,3.82,1.07,48.18,12.24,17.05,31.58,12.33,0,6.08,2.71,4,6.13,2.95,0,42.31,0,22.22,50,9.52,0,0,0,0,11.11,0,0,0,0,0,33.33,0,0,11.11,0,0,0,0,0,11.11,0,33.33,0,0,0,1,100,1>3,290,1>3>4,580
2025-04-05,住之江,9,35,36,42,40,40,23,53.5,52,52,52,51.5,52,0.16,0.15,0.15,0.16,0.15,0.19,4,1,1,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,5.83,5.04,5.24,5.18,4.39,3.76,36.13,23.6,32.2,33.85,16.67,13.86,0,2.6,3.44,4.44,3.67,3.08,0,0,11.11,12.5,8.33,10,11.11,0,12.5,0,0,0,44.44,0,12.5,0,0,0,0,0,0,30,0,50,0,0,0,50,0,60,1,210,1>2,280,1>2>3,600
2025-04-05,住之江,10,27,40,41,40,40,52,55,52.1,52.1,52.9,52,52.7,0.18,0.16,0.16,0.17,0.16,0.17,4,1,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,6.7,5.72,5.83,5.94,5.4,6.08,53.61,38.21,46.53,38.3,31.4,47.93,5.55,6.06,6.1,4.84,0,6.38,36.36,33.33,50,28.13,0,43.75,11.11,0,0,0,0,40,33.33,0,33.33,33.33,11.11,90,0,0,11.11,30,11.11,0,0,0,22.22,40,44.44,0,1,120,1>3,560,1>3>4,1470
2025-04-05,住之江,11,47,29,35,25,38,26,57.2,51.5,52,53,52,53.1,0.13,0.16,0.14,0.16,0.16,0.16,4,3,1,1,3,4,0,0,0,0,0,0,0,0,1,0,1,2,6.57,6.75,5.59,5.42,5.73,5.31,45.1,49.41,34.19,35.35,40.26,36,5.13,5.55,5.4,3.13,6.89,2.29,25.81,36.36,40,8.33,51.06,0,0,0,25,0,10,0,0,16.67,25,0,50,0,0,11.11,11.11,71.43,12.5,30,0,22.22,33.33,85.71,12.5,70,1,100,1>3,530,1>3>2,1210
2025-04-05,住之江,12,41,28,37,43,42,44,53.5,52,53.8,52,52,53.3,0.14,0.18,0.14,0.12,0.15,0.16,3,4,3,3,3,3,0,0,0,0,0,0,1,0,0,1,0,1,6.48,6.74,6.51,6.12,6.7,6.4,46.09,50,38.41,39.23,45.24,47.17,7.2,6.67,6.33,5.88,7.11,6.89,55,44.44,28.57,35.29,61.11,53.57,11.11,22.22,30,0,22.22,0,22.22,55.56,70,0,44.44,0,0,0,22.22,0,0,0,33.33,0,55.56,0,0,0,1,120,1>4,560,1>4>2,1460
2025-04-05,唐津,1,36,32,53,47,24,53,52,53.5,53.6,52,47.6,52,0.18,0.16,0.21,0.16,0.16,0.2,4,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,5.51,4.33,4.75,4.21,4.96,5.78,35,24.66,25,22.77,28.57,42.42,4.67,6.3,4.38,4.61,6.91,6.26,26.67,50,22.22,22.22,45.45,47.37,26.9,18.26,28.38,32,39.19,48.12,46.9,33.04,45.27,49.6,52.7,61.65,10,0,31.58,11.11,31.58,36.84,30,11.11,47.37,11.11,42.11,42.11,1,150,1>2,740,1>2>3,2330
2025-04-05,唐津,2,46,54,40,43,40,46,52.1,48.1,52.9,52.5,52.1,52,0.14,0.2,0.15,0.18,0.16,0.18,3,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,6.15,4.19,5.74,5.18,4.38,2.74,39.09,14.67,41.9,35.62,24.44,8.33,0,4.2,5.41,5.03,0,2.11,0,18.33,29.41,32.61,0,0,38.16,23.65,23.58,41.55,22.45,36.36,57.24,43.24,43.9,60.56,36.73,53.79,22.22,30.77,27.27,0,5.56,11.11,44.44,53.85,54.55,0,22.22,11.11,1,110,1>4,280,1>4>5,1100
2025-04-05,唐津,3,42,41,39,49,53,17,52,52,52,52,45.5,44,0.15,0.18,0.14,0.16,0.18,0.33,3,1,3,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,6.43,4.49,6.32,4.89,4.1,1.03,47.66,21.98,44.25,30.65,17.81,0,6.84,4.82,6.94,3.7,4.8,1.13,57.89,23.53,56.25,15,32.73,0,29.71,41.22,20.14,34.33,33.85,31.06,50,55.73,39.57,55.97,47.69,44.7,42.86,50,26.32,50,54.55,0,71.43,50,36.84,80,72.73,11.11,3,170,3>1,460,3>1>2,1300
